PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Transported,RoomService_log,ShoppingMall_log,FoodCourt_log,Spa_log,VRDeck_log,LastName
8202_05,Europa,False,C/306/S,55 Cancri e,36.0,False,False,0.0,1.791759469228055,9.00601857490256,0.0,9.009814110527381,Unkcatted
8202_06,Europa,True,C/306/S,TRAPPIST-1e,53.0,False,True,0.0,0.0,0.0,0.0,0.0,Unkcatted
8203_01,Europa,False,C/307/S,55 Cancri e,23.0,False,False,0.0,0.0,5.981414211254481,1.9459101490553132,0.0,Pernised
8203_02,Europa,True,C/307/S,TRAPPIST-1e,24.0,False,True,0.0,0.0,0.0,0.0,0.0,Pernised
8276_01,Europa,True,C/273/P,TRAPPIST-1e,26.0,False,True,0.0,0.0,0.0,0.0,0.0,Oirmplathy
8276_02,Europa,True,C/273/P,TRAPPIST-1e,23.0,False,True,0.0,0.0,0.0,0.0,0.0,Tractive
8292_01,Europa,True,C/310/S,TRAPPIST-1e,39.0,False,True,0.0,0.0,0.0,0.0,0.0,Igmable
8300_01,Europa,False,C/274/P,TRAPPIST-1e,27.0,False,True,0.0,0.0,0.0,7.532088143541722,6.517671272912275,Ratorring
8301_01,Europa,False,C/275/P,TRAPPIST-1e,28.0,False,False,7.45182223652793,0.0,8.529911963824013,4.477336814478207,6.825460036255307,Horbox
8322_01,Europa,False,C/312/S,PSO J318.5-22,45.0,True,False,0.0,0.0,3.912023005428146,8.489821994620105,8.269500767180615,Briouse
8322_02,Europa,True,C/312/S,55 Cancri e,52.0,False,True,0.0,0.0,0.0,0.0,0.0,Briouse
8333_01,Europa,False,C/313/S,55 Cancri e,33.0,False,False,6.8966943316227125,0.0,0.0,7.729735331385051,8.038834757787749,Amincrerus
8382_01,Europa,False,C/277/P,TRAPPIST-1e,43.0,False,False,0.0,0.0,8.891511570527564,7.919719760924575,7.769800996003896,ILastnameLLastnameN
8401_01,Europa,True,C/315/S,55 Cancri e,31.0,False,True,0.0,0.0,0.0,0.0,0.0,Susent
8403_01,Europa,True,C/316/S,55 Cancri e,35.0,False,True,0.0,0.0,0.0,0.0,0.0,Goortedant
8449_01,Europa,False,C/317/S,55 Cancri e,32.0,False,False,0.0,0.0,7.675546002537848,9.175334762777368,6.756932389247553,Purellliss
8449_02,Europa,False,C/317/S,TRAPPIST-1e,50.0,False,True,0.0,0.0,8.029758520440822,3.8066624897703196,6.333279628139691,Purellliss
8452_01,Europa,False,C/279/P,55 Cancri e,52.0,True,False,0.0,7.337587743538596,6.723832440821209,0.0,8.981430225767635,Voliat
8452_02,Europa,True,C/279/P,TRAPPIST-1e,34.0,False,True,0.0,0.0,0.0,0.0,0.0,Voliat
8452_03,Europa,True,C/279/P,55 Cancri e,40.0,False,True,0.0,0.0,0.0,0.0,0.0,Voliat
8452_04,Europa,False,C/279/P,TRAPPIST-1e,36.0,False,True,0.0,2.9444389791664403,6.962243464266207,7.4205789054108005,3.912023005428146,Voliat
8456_01,Europa,True,C/280/P,55 Cancri e,33.0,False,True,0.0,0.0,0.0,0.0,0.0,Calazy
8458_01,Europa,False,C/319/S,55 Cancri e,57.0,False,False,0.0,3.4657359027997265,8.366835309827675,6.501289670540389,8.753055515138222,Sempreate
8458_02,Europa,True,C/319/S,55 Cancri e,24.0,False,True,0.0,0.0,0.0,0.0,0.0,Sempreate
8458_03,Europa,True,C/319/S,55 Cancri e,19.0,False,True,0.0,0.0,0.0,0.0,0.0,Sempreate
8458_04,Europa,True,C/319/S,TRAPPIST-1e,54.0,False,True,0.0,0.0,0.0,0.0,0.0,Sempreate
8458_05,Europa,False,C/319/S,TRAPPIST-1e,28.0,False,True,6.912742820493176,0.0,7.793174347189205,0.0,2.8903717578961645,Sempreate
8458_06,Europa,False,C/319/S,TRAPPIST-1e,26.0,True,True,0.6931471805599453,0.0,8.632484235750972,1.791759469228055,4.787491742782046,Bealvewd
8470_01,Europa,False,C/281/P,55 Cancri e,31.0,True,False,9.01724094201035,0.0,5.638354669333745,8.0774471493312,7.734558844354756,Aloubtled
8487_01,Europa,False,C/282/P,55 Cancri e,32.0,True,False,4.189654742026425,0.0,0.0,4.48863636973214,9.19136140537838,Boderbint
8495_01,Europa,False,C/283/P,55 Cancri e,37.0,False,True,2.9444389791664403,0.6931471805599453,8.46695197497949,7.134890851565884,1.0986122886681098,Rupent
8523_01,Europa,False,C/320/S,55 Cancri e,56.0,False,False,3.9889840465642745,0.0,8.017637159908478,4.948759890378168,8.716535732544495,Vendeck
8581_01,Europa,True,C/323/S,TRAPPIST-1e,25.0,True,True,0.0,0.0,0.0,0.0,0.0,Fawnsive
8581_02,Europa,True,C/323/S,TRAPPIST-1e,33.0,False,True,0.0,0.0,0.0,0.0,0.0,Meplel
8596_01,Europa,True,C/284/P,TRAPPIST-1e,44.0,False,True,0.0,0.0,0.0,0.0,0.0,Healted
8596_02,Europa,True,C/284/P,55 Cancri e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Healted
8605_01,Europa,False,C/324/S,TRAPPIST-1e,67.0,False,False,0.0,0.0,4.418840607796598,7.731930721948486,5.683579767338681,Netshaless
8605_02,Europa,True,C/324/S,TRAPPIST-1e,28.0,False,True,0.0,0.0,0.0,0.0,0.0,Netshaless
8605_03,Europa,True,C/324/S,55 Cancri e,13.0,False,True,0.0,0.0,0.0,0.0,0.0,Netshaless
8605_04,Europa,False,C/324/S,TRAPPIST-1e,26.0,False,False,0.0,0.0,5.424950017481403,6.07993319509559,8.306965865368573,Netshaless
8605_05,Europa,True,C/324/S,55 Cancri e,33.0,False,True,0.0,0.0,0.0,0.0,0.0,Netshaless
8646_01,Europa,True,C/325/S,TRAPPIST-1e,48.0,False,True,0.0,0.0,0.0,0.0,0.0,Vertfull
8646_02,Europa,False,C/325/S,TRAPPIST-1e,32.0,False,False,0.0,0.0,7.1592919047975645,8.016647877057803,5.814130531825066,Vertfull
8646_03,Europa,True,C/325/S,TRAPPIST-1e,55.0,False,True,0.0,0.0,0.0,0.0,0.0,Vertfull
8646_04,Europa,False,C/325/S,55 Cancri e,49.0,False,False,1.3862943611198906,1.0986122886681098,7.011213987350367,8.661466680572662,7.583247524303362,Vertfull
8673_01,Europa,True,C/285/P,55 Cancri e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Pentical
8696_01,Europa,True,C/326/S,PSO J318.5-22,35.0,False,True,0.0,0.0,0.0,0.0,0.0,Alvesssidy
8826_01,Europa,False,C/290/P,55 Cancri e,13.0,False,False,7.10085190894405,0.0,8.408716715080153,8.298290634359283,4.060443010546419,Hednigic
8826_02,Europa,False,C/290/P,55 Cancri e,25.0,False,False,7.222566018822171,1.3862943611198906,5.739792912179234,8.412499120301572,5.934894195619588,Hednigic
8826_03,Europa,False,C/290/P,TRAPPIST-1e,46.0,False,False,7.233455418621439,0.0,5.438079308923196,7.360739903058278,0.6931471805599453,Hednigic
8843_01,Europa,False,C/327/S,TRAPPIST-1e,31.0,False,False,0.0,0.0,6.833031732786201,7.923348211930154,0.6931471805599453,Rinicapead
8861_01,Europa,False,C/291/P,TRAPPIST-1e,32.0,False,True,0.0,1.3862943611198906,7.857093864902493,6.2166061010848646,4.867534450455582,Secened
8862_01,Europa,False,C/329/S,55 Cancri e,34.0,False,True,0.0,0.0,8.047829357457841,4.727387818712341,2.772588722239781,Myling
8862_02,Europa,False,C/329/S,PSO J318.5-22,38.0,True,False,0.0,6.761572768804055,7.692569648067906,5.337538079701318,8.742414582525413,Cluted
8862_03,Europa,True,C/329/S,TRAPPIST-1e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Myling
8862_04,Europa,True,C/329/S,55 Cancri e,28.0,False,True,0.0,0.0,0.0,0.0,0.0,Myling
8862_05,Europa,True,C/329/S,TRAPPIST-1e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Myling
8919_01,Europa,False,C/331/S,TRAPPIST-1e,27.0,False,False,0.0,0.0,7.8168199657645525,8.204671828950811,4.543294782270004,Crantiale
8928_01,Europa,True,C/333/S,55 Cancri e,52.0,False,True,0.0,0.0,0.0,0.0,0.0,Hoodjuded
8942_01,Europa,False,C/297/P,TRAPPIST-1e,36.0,False,True,0.0,0.0,8.138564737261632,6.1463292576688975,5.857933154483459,Haftical
8959_01,Europa,True,C/298/P,TRAPPIST-1e,32.0,False,True,0.0,0.0,0.0,0.0,0.0,Unhearfus
8969_01,Europa,False,C/299/P,55 Cancri e,21.0,False,True,0.0,8.391176350832751,6.741700694652055,0.0,7.820840879907344,Turtertive
8970_01,Europa,False,C/300/P,55 Cancri e,28.0,False,False,0.0,0.0,8.230044310126114,8.522379718103538,9.37092743662413,Clugeammy
9046_01,Europa,True,C/335/S,55 Cancri e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Cratrave
9046_02,Europa,False,C/335/S,TRAPPIST-1e,25.0,False,False,8.83927669058535,0.0,5.583496308781699,7.711996507047669,7.645397699428633,Cratrave
9049_01,Europa,True,C/336/S,TRAPPIST-1e,41.0,False,True,0.0,0.0,0.0,0.0,0.0,Grentual
9068_01,Europa,False,C/337/S,TRAPPIST-1e,31.0,False,False,6.968850378341948,0.0,7.381501894506707,7.908019444632471,7.423568444259167,Clinarfork
9104_01,Europa,True,C/302/P,55 Cancri e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Foraud
9131_01,Europa,False,C/303/P,55 Cancri e,33.0,False,False,0.0,0.0,7.581719640125308,5.424950017481403,6.982862751468942,Wirybody
9131_02,Europa,True,C/303/P,TRAPPIST-1e,23.0,False,True,0.0,0.0,0.0,0.0,0.0,Wirybody
9168_01,Europa,False,C/338/S,55 Cancri e,36.0,False,False,3.1780538303479458,0.0,9.600624158088683,7.05617528410041,8.964439833539357,Cassiding
9168_02,Europa,True,C/338/S,TRAPPIST-1e,41.0,False,True,0.0,0.0,0.0,0.0,0.0,Cassiding
9183_01,Europa,False,C/307/P,55 Cancri e,34.0,False,False,0.0,2.4849066497880004,1.791759469228055,4.143134726391533,8.666474894131992,RLastnameILastnameS
9196_01,Europa,False,C/339/S,TRAPPIST-1e,40.0,False,True,0.0,0.0,7.423568444259167,5.598421958998375,1.6094379124341003,Poustive
9196_02,Europa,False,C/339/S,TRAPPIST-1e,31.0,False,True,0.6931471805599453,7.199678345691172,4.653960350157523,6.54965074223381,4.844187086458591,Poustive
9196_03,Europa,False,C/339/S,TRAPPIST-1e,23.0,False,False,5.945420608606575,3.970291913552122,6.678342114654332,6.484635235635252,7.183870715062453,Poustive
9197_01,Europa,True,C/308/P,55 Cancri e,44.0,False,True,0.0,0.0,0.0,0.0,0.0,Platch
9197_02,Europa,False,C/308/P,TRAPPIST-1e,41.0,True,False,0.0,0.0,8.98281222234415,8.08301991917133,8.672486075822272,Platch
9197_03,Europa,False,C/308/P,TRAPPIST-1e,31.0,False,True,0.0,2.1972245773362196,8.441391477999955,6.424869023905388,0.0,Platch
9197_04,Europa,False,C/308/P,55 Cancri e,30.0,False,False,7.358830898342354,0.0,0.0,0.0,7.720017940432244,Platch
9202_01,Europa,False,C/309/P,TRAPPIST-1e,26.0,False,False,9.058004710672485,4.74493212836325,4.356708826689592,3.4011973816621555,1.6094379124341003,Eguing
9230_01,Europa,False,C/342/S,TRAPPIST-1e,36.0,True,True,0.0,6.573680166960646,8.630700432209832,7.9617188159813645,6.879355804460439,DLastnameBLastnameI
0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,False,6.8885724595653635,4.248495242049359,1.0986122886681098,0.0,0.0,ZLastnameMLastnameH
0034_01,Europa,True,D/1/S,55 Cancri e,28.0,False,True,0.0,0.0,0.0,0.0,0.0,Oingwhedly
0035_01,Mars,False,D/1/P,55 Cancri e,23.0,False,False,6.665683717782408,0.0,6.872128101338986,6.858565034791365,0.0,Butte
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,False,False,3.8501476017100584,6.6052979209482015,4.430816798843313,0.0,2.5649493574615367,Make
0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,False,False,7.463936604468925,2.8903717578961645,1.791759469228055,0.0,0.0,Hart
0116_01,Europa,False,D/4/P,TRAPPIST-1e,33.0,False,True,0.6931471805599453,0.0,7.707062655370473,2.5649493574615367,6.003887067106539,Suptive
0128_01,Mars,False,D/3/S,TRAPPIST-1e,61.0,True,False,7.763871287820222,2.302585092994046,5.814130531825066,5.75890177387728,1.0986122886681098,Fles
0133_02,Mars,False,D/5/S,TRAPPIST-1e,36.0,False,False,7.915348169263078,0.0,0.0,0.0,0.0,Blie
0178_01,Mars,False,D/6/S,TRAPPIST-1e,38.0,False,False,8.13593277200489,5.087596335232384,0.0,3.367295829986474,4.787491742782046,Knik
0196_01,Mars,False,D/5/P,PSO J318.5-22,25.0,False,False,6.959398512133975,6.579251212010101,0.0,0.0,2.0794415416798357,Emead
0210_01,Europa,True,D/6/P,55 Cancri e,24.0,False,True,0.0,0.0,0.0,0.0,0.0,Inicont
0246_01,Mars,False,D/8/P,TRAPPIST-1e,21.0,False,False,7.988882253309227,5.662960480135946,0.0,3.332204510175204,0.0,Sesa
0265_01,Europa,True,D/8/S,TRAPPIST-1e,39.0,False,True,0.0,0.0,0.0,0.0,0.0,Herpumble
0275_01,Europa,True,D/9/S,55 Cancri e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Obnoble
0291_01,Europa,False,D/10/S,TRAPPIST-1e,40.0,False,True,0.0,4.48863636973214,8.77971129020447,6.994849985833071,0.0,Brakeril
0348_01,Mars,False,D/12/P,TRAPPIST-1e,22.0,False,True,4.962844630259907,5.313205979041787,7.964503363551548,1.3862943611198906,0.0,Mane
0398_01,Mars,False,D/13/S,TRAPPIST-1e,22.0,False,False,3.367295829986474,3.6109179126442243,6.042632833682381,8.701512750872865,1.3862943611198906,Tité
0401_01,Mars,False,D/14/S,TRAPPIST-1e,30.0,True,False,6.963189985870238,0.0,0.0,0.0,0.0,Pimne
0401_02,Mars,False,D/14/S,TRAPPIST-1e,30.0,False,False,7.479299637782834,0.0,0.0,2.6390573296152584,0.0,Pimne
0402_01,Europa,True,D/15/S,55 Cancri e,32.0,True,True,0.0,0.0,0.0,0.0,0.0,Sageng
0403_01,Mars,False,D/13/P,TRAPPIST-1e,43.0,True,True,5.869296913133774,0.0,6.799055862058796,0.0,1.0986122886681098,Wate
0444_01,Mars,False,D/15/P,TRAPPIST-1e,32.0,True,False,7.818027938530729,4.634728988229636,6.063785208687608,0.0,0.0,Curte
0458_01,Europa,True,D/16/S,55 Cancri e,28.0,False,True,0.0,0.0,0.0,0.0,0.0,Bedectical
0500_01,Mars,False,D/19/P,55 Cancri e,21.0,False,True,6.2422232654551655,7.4673710669175595,0.0,4.418840607796598,0.0,Cakie
0512_01,Europa,False,D/18/S,55 Cancri e,32.0,False,True,0.0,0.0,8.657998068007258,4.0943445622221,4.812184355372417,Nateansive
0512_02,Europa,True,D/18/S,TRAPPIST-1e,55.0,False,True,0.0,0.0,0.0,0.0,0.0,Nateansive
0533_01,Mars,False,D/21/P,TRAPPIST-1e,33.0,False,False,3.044522437723423,5.953243334287785,0.0,6.324358962381311,0.0,Stike
0549_01,Mars,False,D/19/S,PSO J318.5-22,32.0,False,True,6.502790045915623,0.0,0.0,5.53338948872752,0.6931471805599453,Watte
0568_01,Europa,True,D/20/S,TRAPPIST-1e,33.0,False,False,7.554334823725748,0.0,3.5263605246161616,0.6931471805599453,1.6094379124341003,Baciffhaut
0568_02,Europa,True,D/20/S,55 Cancri e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Baciffhaut
0585_03,Mars,False,D/22/P,TRAPPIST-1e,23.0,False,False,7.88193748927207,6.996681488176539,0.0,0.0,0.0,Fone
0586_01,Europa,True,D/23/P,TRAPPIST-1e,53.0,False,True,0.0,0.0,0.0,0.0,0.0,Oillicaly
0593_01,Mars,False,D/24/P,TRAPPIST-1e,27.0,True,False,3.784189633918261,5.209486152841421,5.030437921392435,0.6931471805599453,7.603897968521881,Kra
0633_01,Mars,False,D/25/P,PSO J318.5-22,31.0,True,False,6.4457198193855785,0.0,0.0,5.017279836814924,0.0,Gread
0686_02,Mars,False,D/30/P,TRAPPIST-1e,29.0,True,False,8.265650165580329,0.0,0.0,2.5649493574615367,0.0,Bert
0687_01,Mars,False,D/23/S,TRAPPIST-1e,19.0,False,False,8.038512020976814,2.302585092994046,0.0,0.0,5.365976015021851,Concy
0699_02,Mars,False,D/24/S,55 Cancri e,24.0,False,False,7.900636613018005,5.71042701737487,0.0,2.1972245773362196,1.791759469228055,Rhuba
0701_01,Europa,True,D/25/S,TRAPPIST-1e,33.0,False,True,0.0,0.0,0.0,0.0,0.0,Voliat
0754_01,Europa,True,D/31/P,55 Cancri e,22.0,False,True,0.0,0.0,0.0,0.0,0.0,Fusimodent
0757_01,Mars,False,D/33/P,55 Cancri e,67.0,False,False,0.6931471805599453,1.791759469228055,0.0,6.930494765951626,5.0238805208462765,Traie
0796_01,Europa,True,D/28/S,55 Cancri e,28.0,False,True,0.0,0.0,0.0,0.0,0.0,Unfile
0878_01,Mars,False,D/31/S,PSO J318.5-22,37.0,True,False,5.945420608606575,1.3862943611198906,0.0,6.104793232414985,0.0,Bancy
0881_01,Europa,False,D/32/S,TRAPPIST-1e,41.0,False,False,8.04044688130311,0.0,1.3862943611198906,3.4657359027997265,3.295836866004329,Reedall
0905_01,Mars,False,D/38/P,PSO J318.5-22,29.0,False,False,1.6094379124341003,6.045005314036012,0.0,6.077642243349034,2.995732273553991,Kin
0992_01,Europa,False,D/35/S,TRAPPIST-1e,49.0,False,True,3.4657359027997265,0.0,7.911324018963353,5.220355825078324,4.912654885736052,Kiling
0992_02,Europa,False,D/35/S,TRAPPIST-1e,29.0,False,False,5.961005339623274,0.0,6.849066282633458,9.203114326884442,7.201916317531627,Kiling
0992_03,Europa,False,D/35/S,55 Cancri e,46.0,False,True,7.084226422097916,2.8903717578961645,7.459914766241105,3.091042453358316,0.0,Herpumble
0992_04,Europa,False,D/35/S,55 Cancri e,35.0,True,False,8.991064332188461,0.0,5.707110264748875,0.0,7.270312886079025,Herpumble
0992_05,Europa,True,D/35/S,55 Cancri e,17.0,False,True,0.0,0.0,0.0,0.0,0.0,Kiling
0992_06,Europa,False,D/35/S,55 Cancri e,37.0,False,False,8.366835309827675,0.0,6.674561391814426,7.466799475018602,4.5217885770490405,Kiling
1000_01,Mars,False,D/39/P,TRAPPIST-1e,18.0,False,False,6.786716950605081,3.4965075614664802,0.0,0.0,0.0,Harte
1089_01,Mars,True,D/41/P,55 Cancri e,33.0,False,True,0.0,0.0,0.0,0.0,0.0,Pronfraked
1089_02,Europa,False,D/41/P,TRAPPIST-1e,26.0,False,False,0.0,0.6931471805599453,6.338594078203183,6.519147287940395,6.678342114654332,Pronfraked
1093_01,Mars,False,D/42/P,TRAPPIST-1e,23.0,False,True,7.529943370601589,2.9444389791664403,4.0943445622221,5.262690188904886,0.0,Winie
1130_02,Mars,False,D/38/S,55 Cancri e,20.0,False,True,0.0,8.16223106548118,1.3862943611198906,5.298317366548036,2.8903717578961645,Cako
1254_01,Mars,False,D/44/S,TRAPPIST-1e,54.0,False,False,6.558197802812269,6.068425588244111,0.0,0.0,3.871201010907891,Breke
1302_01,Mars,False,D/45/S,55 Cancri e,22.0,False,True,5.389071729816501,8.480114183174816,3.9318256327243257,4.990432586778736,5.54907608489522,Erry
1311_03,Mars,False,D/43/P,TRAPPIST-1e,26.0,False,False,7.5740450053721995,1.6094379124341003,1.6094379124341003,0.0,6.436150368369428,Make
1330_01,Mars,False,D/46/S,TRAPPIST-1e,47.0,False,False,6.0063531596017325,5.267858159063328,0.0,6.129050210060545,0.0,Mare
1330_02,Mars,False,D/46/S,TRAPPIST-1e,28.0,False,True,4.795790545596741,7.029087564149662,2.1972245773362196,0.6931471805599453,2.0794415416798357,Datty
1357_01,Mars,True,D/48/S,TRAPPIST-1e,40.0,False,True,0.0,0.0,0.0,0.0,0.0,Stre
1371_01,Mars,False,D/44/P,TRAPPIST-1e,25.0,False,False,6.3835066348840055,0.0,6.1463292576688975,0.0,0.0,Kuche
1383_01,Europa,True,D/49/S,TRAPPIST-1e,53.0,False,True,0.0,0.0,0.0,0.0,0.0,Resendent
1415_01,Europa,False,D/45/P,55 Cancri e,33.0,False,True,2.6390573296152584,7.60688453121963,0.0,2.8903717578961645,3.4965075614664802,Higast
1426_01,Europa,True,D/46/P,55 Cancri e,28.0,False,True,0.0,0.0,0.0,0.0,0.0,Drelcate
1439_02,Mars,False,D/52/S,TRAPPIST-1e,30.0,False,False,6.693323668269949,2.302585092994046,4.61512051684126,0.0,3.871201010907891,Lette
1450_01,Europa,True,D/53/S,55 Cancri e,43.0,False,True,0.0,0.0,0.0,0.0,0.0,Ailled
1450_02,Europa,False,D/53/S,55 Cancri e,30.0,False,False,0.0,0.0,4.9344739331306915,8.60666819784384,4.727387818712341,Ailled
1454_01,Europa,False,D/54/S,TRAPPIST-1e,37.0,False,False,0.0,2.772588722239781,9.515027043243787,8.309184527686298,4.290459441148391,Righturter
1490_01,Europa,False,D/47/P,55 Cancri e,26.0,False,False,0.0,0.0,5.720311776607412,8.293799608846818,0.0,Crioncery
1503_01,Mars,False,D/48/P,TRAPPIST-1e,35.0,False,False,7.544861068658458,6.210600077024653,0.0,0.6931471805599453,0.0,Haste
1503_02,Mars,False,D/48/P,TRAPPIST-1e,61.0,False,False,7.016609683894219,4.23410650459726,0.0,0.0,0.0,Haste
1527_01,Europa,True,D/49/P,55 Cancri e,22.0,False,True,0.0,0.0,0.0,0.0,0.0,Boderbint
1527_02,Europa,False,D/49/P,TRAPPIST-1e,25.0,False,True,0.0,0.0,0.0,0.0,0.0,Boderbint
1528_01,Mars,False,D/50/P,55 Cancri e,18.0,False,True,8.292298107063221,7.215975002651466,6.513230110912307,1.0986122886681098,0.0,Madan
1545_01,Mars,False,,TRAPPIST-1e,20.0,False,True,5.332718793265369,6.4457198193855785,0.0,4.219507705176107,6.261491684321042,Fiha
1573_01,Mars,False,D/56/S,TRAPPIST-1e,55.0,False,False,6.844815479208263,4.418840607796598,0.0,0.0,5.093750200806762,Butte
1590_01,Europa,False,D/57/S,TRAPPIST-1e,37.0,False,True,0.0,1.0986122886681098,7.198183577101943,2.5649493574615367,2.0794415416798357,Crakenecal
1590_02,Europa,False,D/57/S,55 Cancri e,33.0,False,False,0.0,0.6931471805599453,3.295836866004329,3.5263605246161616,7.799753318287247,Crakenecal
1617_01,Mars,False,D/53/P,PSO J318.5-22,37.0,False,False,5.69035945432406,2.995732273553991,7.362645270417825,6.246106765481563,0.0,Blan
1666_01,Europa,False,D/59/S,TRAPPIST-1e,38.0,False,True,5.0689042022202315,7.944846711001996,6.669498089857879,0.0,4.465908118654584,Retefule
1704_01,Mars,False,D/60/S,TRAPPIST-1e,13.0,False,False,7.014814351275545,6.5337888379333435,0.0,0.0,1.3862943611198906,Breke
1704_02,Mars,False,D/60/S,55 Cancri e,18.0,False,True,4.465908118654584,6.248042874508429,7.060476365999801,0.0,0.0,Fincy
1709_02,Mars,False,D/61/S,TRAPPIST-1e,23.0,False,True,7.701200180857446,4.499809670330265,0.0,0.0,0.0,Minen
1709_06,Mars,False,D/61/S,TRAPPIST-1e,15.0,False,False,7.349230824613334,6.472346294500901,0.0,3.044522437723423,7.124478262493424,Minen
1727_02,Mars,False,D/54/P,55 Cancri e,52.0,False,False,7.154615356913663,6.967909201801884,0.0,5.886104031450156,0.0,Barte
1742_01,Mars,False,D/55/P,PSO J318.5-22,34.0,True,False,3.912023005428146,5.961005339623274,6.171700597410915,0.0,0.0,Trad
1829_01,Europa,False,D/56/P,55 Cancri e,48.0,False,True,0.0,4.394449154672439,8.182838710766026,4.820281565605037,0.0,Clumshangs
1829_02,Europa,False,D/56/P,TRAPPIST-1e,30.0,False,True,0.6931471805599453,0.0,8.76389700713946,1.0986122886681098,5.69035945432406,Clumshangs
1829_03,Europa,False,D/56/P,TRAPPIST-1e,22.0,False,True,0.0,3.091042453358316,9.0918946167697,7.6984827878809465,2.995732273553991,Clumshangs
1829_04,Europa,False,D/56/P,TRAPPIST-1e,28.0,True,True,0.0,1.3862943611198906,8.39502555744203,5.337538079701318,7.360739903058278,Gloother
1829_05,Europa,True,D/56/P,55 Cancri e,23.0,False,True,0.0,0.0,0.0,0.0,0.0,Persed
1829_06,Europa,False,D/56/P,TRAPPIST-1e,29.0,False,False,0.0,0.0,6.551080335043404,0.0,7.578656850594762,Persed
1857_01,Mars,False,D/63/S,55 Cancri e,31.0,False,False,4.795790545596741,6.489204931325317,0.0,3.970291913552122,0.0,Emone
1864_01,Mars,False,D/64/S,TRAPPIST-1e,26.0,False,False,7.469083884921234,0.0,3.1354942159291497,1.6094379124341003,0.0,Erflé
1879_01,Europa,False,D/58/P,TRAPPIST-1e,36.0,False,False,0.0,7.489970898834801,6.369900982828227,2.995732273553991,6.917705609835305,Inderly
1892_01,Europa,False,D/59/P,TRAPPIST-1e,50.0,False,True,1.791759469228055,0.0,6.697034247666484,5.736572297479192,6.595780513961311,Couseced
1892_02,Europa,False,D/59/P,TRAPPIST-1e,29.0,False,True,1.6094379124341003,0.0,6.7357800142423265,5.8971538676367405,7.010311867307229,Stpingepid
1892_03,Europa,False,D/59/P,55 Cancri e,19.0,False,False,0.0,5.0689042022202315,6.618738983517219,8.524764456912555,3.8066624897703196,Stpingepid
1907_01,Europa,False,D/60/P,TRAPPIST-1e,50.0,False,False,0.0,0.0,7.501634457883413,4.844187086458591,5.5134287461649825,Neceriont
1916_01,Europa,True,D/61/P,TRAPPIST-1e,15.0,False,True,0.0,0.0,0.0,0.0,0.0,Castery
1916_02,Europa,False,D/61/P,55 Cancri e,22.0,False,False,7.4645098346365275,0.0,4.382026634673881,2.5649493574615367,7.323170717943469,Castery
1927_01,Mars,False,D/66/S,TRAPPIST-1e,55.0,False,False,7.793586803371584,0.6931471805599453,0.0,0.0,5.652489180268651,Hapie
1939_02,Mars,False,D/62/P,TRAPPIST-1e,13.0,False,False,8.018954683155718,3.784189633918261,2.3978952727983707,0.0,0.0,Burta
1956_01,Mars,False,D/68/S,TRAPPIST-1e,37.0,False,False,7.925157512224703,7.034387929915503,0.0,0.0,0.0,Pread
1956_02,Mars,False,D/68/S,PSO J318.5-22,44.0,True,True,6.5638555265321274,1.791759469228055,0.0,0.0,4.31748811353631,Pread
1974_01,Mars,False,D/63/P,TRAPPIST-1e,41.0,False,False,8.216898580913613,0.6931471805599453,0.0,0.0,2.9444389791664403,Cusa
2061_01,Europa,False,D/65/P,TRAPPIST-1e,34.0,False,True,0.0,0.0,8.529911963824013,4.04305126783455,5.793013608384144,Sedece
2074_01,Europa,False,D/69/S,TRAPPIST-1e,24.0,False,False,7.162397497355718,0.0,8.114922974204593,8.516593011344206,6.593044534142437,Alaring
2074_02,Europa,False,D/69/S,TRAPPIST-1e,23.0,False,True,2.302585092994046,0.0,8.31434234336979,0.0,2.833213344056216,Alaring
2092_01,Mars,False,D/70/S,TRAPPIST-1e,18.0,False,True,3.4011973816621555,7.7475968386928855,0.0,0.0,0.6931471805599453,Blan
2092_03,Mars,False,D/70/S,TRAPPIST-1e,13.0,True,False,8.813884558025606,7.381501894506707,0.0,7.144407180321139,0.0,Stpie
2092_05,Mars,False,D/70/S,TRAPPIST-1e,22.0,False,False,7.741099090035366,3.1354942159291497,0.0,5.54907608489522,0.0,Stpie
2099_01,Mars,False,D/71/S,TRAPPIST-1e,45.0,False,True,2.3978952727983707,7.29641326877392,6.999422467507961,0.0,0.0,Boste
2115_01,Europa,True,D/72/S,TRAPPIST-1e,27.0,False,True,0.0,0.0,0.0,0.0,0.0,Oinded
2120_01,Mars,False,D/73/S,TRAPPIST-1e,49.0,False,True,0.0,6.9650803456014065,0.0,0.0,0.0,Bla
